GeneSymbol,MedianCLIP,MedianL243,selectedMedian
LOC399832,0.333,0.752,0.752
LOC399844,0.744,-0.023,0.744
LOC399851,0.335,-1.44,1.44
LOC399866,-1.355,-1.241,1.355
LOC399867,-0.33,-0.28,0.33
LOC399875,-1.017,-1.695,1.695
LOC399876,-0.188,0.347,0.347
LOC399888,-1.118,-0.7,1.118
LOC399898,-0.142,-0.655,0.655
LOC399900,-0.674,-0.896,0.896
LOC399904,-0.584,-1.263,1.263
LOC399909,-0.688,-0.429,0.688
LOC399917,0.14,-0.185,0.185
LOC399919,0.185,-0.175,0.185
LOC399920,0.949,0.834,0.949
LOC399921,0.795,0.345,0.795
LOC399924,0.535,-2.438,2.438
LOC399933,0.231,-1.224,1.224
LOC399937,0.483,1.464,1.464
LOC399940,1.074,0.943,1.074
LOC399947,-0.664,-0.612,0.664
LOC399951,1.625,2.4115,2.4115
LOC399959,0.507,0.908,0.908
LOC399961,0.14,0.519,0.519
LOC399968,-0.635,-0.361,0.635
LOC399972,1.074,2.185,2.185
LOC399978,-1.024,-0.542,1.024
LOC399979,0.095,1.085,1.085
LOC399983,0.659,-0.657,0.659
LOC399986,0.998,-0.113,0.998
LOC400004,1.123,2.986,2.986
LOC400010,0.911,0.728,0.911
LOC400019,1.2,-0.785,1.2
LOC400025,0.503,1.014,1.014
LOC400027,0.047,-0.233,0.233
LOC400030,-0.188,1.464,1.464
LOC400041,2.188,0,2.188
LOC400043,-0.426,0.965,0.965
LOC400046,0.27,0.379,0.379
LOC400047,-0.276,0.601,0.601
LOC400050,-0.614,0.379,0.614
LOC400053,-0.903,-0.944,0.944
LOC400055,1.417,2.9485,2.9485
LOC400070,1.245,1.31,1.31
LOC400084,0.223,-0.939,0.939
LOC400087,0.48600000000000004,0.8405,0.8405
LOC400092,2.234,-1.625,2.234
LOC400093,2.5949999999999998,-0.7894999999999999,2.5949999999999998
LOC400120,-0.863,-0.116,0.863
LOC400121,-0.505,0.865,0.865
LOC400123,-0.885,0.762,0.885
LOC400125,-0.916,1.5935000000000001,1.5935000000000001
LOC400128,0.356,0.586,0.586
LOC400134,0.443,1.128,1.128
LOC400144,-0.111,1.823,1.823
LOC400145,-0.07650000000000001,0.083,0.083
LOC400161,0.275,1.364,1.364
LOC400163,-0.859,0,0.859
LOC400164,-0.552,-0.538,0.552
LOC400197,1.069,-0.988,1.069
LOC400201,0.051,-0.923,0.923
LOC400208,0.43900000000000006,0.42,0.43900000000000006
LOC400212,0,-0.674,0.674
LOC400214,0.695,0.961,0.961
LOC400216,1.352,0.597,1.352
LOC400221,-0.154,0.158,0.158
LOC400224,0.39949999999999997,-0.288,0.39949999999999997
LOC400236,0.779,0.527,0.779
LOC400238,0,0.313,0.313
LOC400258,0.353,0.159,0.353
LOC400298,0.548,-0.822,0.822
LOC400299,-0.477,-2.413,2.413
LOC400301,0.595,0.573,0.595
LOC400304,-0.391,-0.927,0.927
LOC400320,0.489,1.12,1.12
LOC400340,0.192,0.126,0.192
LOC400350,0.695,-0.064,0.695
LOC400368,-0.361,0.436,0.436
LOC400369,0.202,-0.657,0.657
LOC400388,1.191,1.463,1.463
LOC400400,-1.302,0.537,1.302
LOC400410,0.112,0.27,0.27
LOC400411,-0.102,-0.465,0.465
LOC400433,0.805,-0.279,0.805
LOC400451,-1.78,-0.104,1.78
LOC400452,2.262,2.527,2.527
LOC400456,0.128,-0.667,0.667
LOC400468,0.435,-0.261,0.435
LOC400475,-0.055,-0.017,0.055
LOC400479,0.271,0.926,0.926
LOC400481,-0.11,0.556,0.556
LOC400492,-0.51,-0.0935,0.51
LOC400496,0.835,-0.93,0.93
LOC400499,-0.336,1.702,1.702
LOC400500,-0.188,0.745,0.745
LOC400505,-0.026,-0.724,0.724
LOC400506,0.681,-0.146,0.681
LOC400508,0.63,0.3555,0.63
LOC400509,1.654,0.859,1.654
LOC400512,-0.111,0.382,0.382
LOC400523,1.405,0.457,1.405
LOC400526,-0.055,-1.57,1.57
LOC400533,1.5045,0.1485,1.5045
LOC400537,0.229,1.512,1.512
LOC400541,-0.821,0.476,0.821
LOC400547,0.35,-0.135,0.35
LOC400548,0.35,-0.436,0.436
LOC400549,1.054,0.483,1.054
LOC400550,1.0175,1.5510000000000002,1.5510000000000002
LOC400551,1.8845,0.83,1.8845
LOC400552,0.325,0.309,0.325
LOC400553,0.642,0.297,0.642
LOC400558,-1.582,0.217,1.582
LOC400566,-0.022,-0.2965,0.2965
LOC400567,0.818,0.751,0.818
LOC400568,-1.754,-0.737,1.754
LOC400571,-0.102,0.134,0.134
LOC400572,-0.051,0.175,0.175
LOC400573,-0.732,0.369,0.732
LOC400574,-0.221,-0.455,0.455
LOC400575,0.218,0.497,0.497
LOC400577,0.055,0.484,0.484
LOC400581,-1.887,-0.383,1.887
LOC400584,0.053,0.013,0.053
LOC400586,2.1145,2.1635,2.1635
LOC400590,0.497,1.1,1.1
LOC400600,-1.234,-0.393,1.234
LOC400602,0.333,0.478,0.478
LOC400604,0.363,-0.065,0.363
LOC400605,-0.3355,-0.7795,0.7795
LOC400606,0.8355,0.044999999999999984,0.8355
LOC400607,0.112,-0.444,0.444
LOC400614,2.314,2.098,2.314
LOC400617,-0.464,-0.112,0.464
LOC400618,-1.879,-0.502,1.879
LOC400619,-0.277,-0.325,0.325
LOC400620,-0.878,0,0.878
LOC400621,-0.56,0.153,0.56
LOC400622,0,2.405,2.405
LOC400623,-0.891,-2.009,2.009
LOC400638,-0.875,-0.732,0.875
LOC400642,-0.429,-2.118,2.118
LOC400643,-0.261,0.064,0.261
LOC400644,1.982,1.501,1.982
LOC400645,-0.208,1.427,1.427
LOC400647,2.5105,3.4125,3.4125
LOC400649,-0.314,-0.342,0.342
LOC400651,-1.302,0.011,1.302
LOC400652,-0.632,4.04,4.04
LOC400653,-0.213,-1.644,1.644
LOC400654,-0.574,-0.6,0.6
LOC400655,0.2365,0.806,0.806
LOC400657,-0.799,-0.677,0.799
LOC400659,0.414,0.642,0.642
LOC400660,-1.188,-0.41,1.188
LOC400662,-1.02,0.319,1.02
LOC400669,0.628,0.923,0.923
LOC400673,-1.396,-1.279,1.396
LOC400675,0.6065,0.4215,0.6065
LOC400677,-0.612,1.075,1.075
LOC400680,-0.302,-0.208,0.302
LOC400681,0.47,-0.115,0.47
LOC400682,-0.928,-0.184,0.928
LOC400684,1.438,1.485,1.485
LOC400685,2.599,-1.367,2.599
LOC400687,2.48,-0.935,2.48
LOC400688,2.2800000000000002,0.47550000000000003,2.2800000000000002
LOC400689,0.51,0.307,0.51
LOC400690,0.092,-0.66,0.66
LOC400691,0.833,0.6975,0.833
LOC400692,0.29850000000000004,-1.162,1.162
LOC400693,0.296,-0.568,0.568
LOC400696,-0.436,-1.17,1.17
LOC400701,0.585,-1.176,1.176
LOC400704,2.57,2.2,2.57
LOC400705,-0.396,-0.418,0.418
LOC400706,0.974,0,0.974
LOC400707,0.237,-0.731,0.731
LOC400708,0.092,-0.115,0.115
LOC400709,1.476,0.881,1.476
LOC400714,-0.466,-0.231,0.466
LOC400720,0.119,0.195,0.195
LOC400721,0.213,-1.181,1.181
LOC400723,-0.517,-0.98,0.98
LOC400726,-1.106,-1.345,1.345
LOC400729,0.046,-0.622,0.622
LOC400730,1.524,-1.468,1.524
LOC400733,1.67,1.277,1.67
LOC400734,1.716,-0.565,1.716
LOC400735,0.861,0.957,0.957
LOC400736,2.14,1.931,2.14
LOC400740,0.325,1.508,1.508
LOC400741,-0.533,0.747,0.747
LOC400742,-0.264,0.634,0.634
LOC400743,0.415,-0.425,0.425
LOC400745,1.394,3.051,3.051
LOC400746,0.469,1.23,1.23
LOC400748,0.383,0.802,0.802
LOC400749,0.505,0.558,0.558
LOC400751,-0.783,-0.929,0.929
LOC400752,-0.3215,-0.516,0.516
LOC400756,0.6739999999999999,-0.20900000000000002,0.6739999999999999
LOC400757,-0.77,-1.037,1.037
LOC400759,-0.141,0.851,0.851
LOC400760,0.684,2.226,2.226
LOC400761,-0.97,0.187,0.97
LOC400763,-0.626,-0.2155,0.626
LOC400764,-0.425,0.11,0.425
LOC400768,0.907,0.165,0.907
LOC400778,-0.523,-0.623,0.623
LOC400781,-0.662,-0.559,0.662
LOC400782,-0.06,-0.601,0.601
LOC400785,0.461,-2.977,2.977
LOC400786,-0.164,0.458,0.458
LOC400790,0.935,1.443,1.443
LOC400792,0.4425,0.1465,0.4425
LOC400793,0.996,1.456,1.456
LOC400796,0.108,0.149,0.149
LOC400799,1.628,0.083,1.628
LOC400800,-0.97,0.444,0.97
LOC400804,0.233,-0.124,0.233
LOC400807,-0.188,-0.883,0.883
LOC400809,-0.219,0.444,0.444
LOC400812,0.574,0.805,0.805
LOC400813,1.809,0.671,1.809
LOC400817,1.442,0.658,1.442
LOC400818,0,0.11,0.11
LOC400829,-0.614,-0.668,0.668
LOC400831,2.124,0.24150000000000005,2.124
LOC400832,1.8035,1.02,1.8035
LOC400839,-0.328,0.146,0.328
LOC400840,0.17,0.199,0.199
LOC400842,0.08449999999999999,-0.443,0.443
LOC400846,-0.34,-0.132,0.34
LOC400847,-1.727,-0.037,1.727
LOC400849,-0.722,-0.012,0.722
LOC400852,-0.722,-0.231,0.722
LOC400855,0.41150000000000003,1.1545,1.1545
LOC400856,2.395,-0.1595,2.395
LOC400858,-0.057,-0.375,0.375
LOC400861,0.448,-1.135,1.135
LOC400865,0.818,1.849,1.849
LOC400876,1.302,0.435,1.302
LOC400877,1.179,-1.685,1.685
LOC400880,0,-1.3,1.3
LOC400888,-0.87,-0.638,0.87
LOC400890,-0.172,0.541,0.541
LOC400891,-0.801,-0.379,0.801
LOC400920,-0.582,-2.456,2.456
LOC400921,0.558,-0.223,0.558
LOC400923,1.7595,3.9,3.9
LOC400924,-0.328,-0.299,0.328
LOC400927,-1.08,-1.026,1.08
LOC400933,-0.262,-0.686,0.686
LOC400937,-0.951,-0.412,0.951
LOC400939,0.428,1.182,1.182
LOC400942,0.096,0.015,0.096
LOC400944,-0.987,-0.646,0.987
LOC400945,0.125,-0.987,0.987
LOC400946,1.359,2.208,2.208
LOC400948,-0.736,0.311,0.736
LOC400949,-0.827,-0.029,0.827
LOC400950,-1.056,-0.621,1.056
LOC400952,-1.41,-2.301,2.301
LOC400953,1.219,-0.764,1.219
LOC400954,0.803,-0.015,0.803
LOC400955,0.287,-0.646,0.646
LOC400957,0.768,-1.703,1.703
LOC400958,0.192,-0.281,0.281
LOC400960,1.331,1.54,1.54
LOC400961,-0.643,-0.49,0.643
LOC400962,-1.362,-0.988,1.362
LOC400964,-1.108,-0.472,1.108
LOC400965,-0.152,-0.906,0.906
LOC400968,-0.293,-1.435,1.435
LOC400969,0.971,1.182,1.182
LOC400985,-0.701,-1.104,1.104
LOC400987,-0.384,0.304,0.384
LOC400988,1.064,0.54,1.064
LOC400992,-2.202,-1.213,2.202
LOC400999,0.641,0.502,0.641
LOC401005,0.751,-1.933,1.933
LOC401006,0.299,-0.824,0.824
LOC401014,0.277,0.304,0.304
LOC401015,0.113,0.762,0.762
LOC401016,-0.745,0.453,0.745
LOC401019,1.599,2.4505,2.4505
LOC401020,0.056,1.797,1.797
LOC401021,0.225,1.797,1.797
LOC401025,0.299,1.36,1.36
LOC401026,0.332,0.637,0.637
LOC401032,0.583,0.687,0.687
LOC401034,-0.53,-1.664,1.664
LOC401037,0.299,0.51,0.51
LOC401038,0.15,-1.064,1.064
LOC401047,-1.111,0.771,1.111
LOC401048,0.118,-0.226,0.226
LOC401050,-1.148,-1.863,1.863
LOC401051,-0.16,-0.16,0.16
LOC401052,-1.595,-1.591,1.595
LOC401053,-0.1865,0.353,0.353
LOC401054,-0.999,-1.324,1.324
LOC401056,-0.609,0.297,0.609
LOC401057,0.504,0.587,0.587
LOC401058,0.877,2.286,2.286
LOC401059,1.35,0.141,1.35
LOC401061,-0.736,-2.166,2.166
LOC401062,0.046,0.383,0.383
LOC401065,1.046,-0.3195,1.046
LOC401067,-0.16,-1.134,1.134
LOC401068,-0.372,-0.721,0.721
LOC401070,0.046,0.106,0.106
LOC401072,-1.657,-0.722,1.657
LOC401078,-0.992,-0.24,0.992
LOC401079,-0.82,-0.084,0.82
LOC401081,-0.0685,2.5255,2.5255
LOC401082,0.617,0.936,0.936
LOC401085,0.914,0.805,0.914
LOC401087,-0.372,0.752,0.752
LOC401089,1.573,1.121,1.573
LOC401095,0.076,-0.284,0.284
LOC401097,-0.984,-1.186,1.186
LOC401098,0,-1.202,1.202
LOC401101,0.124,1.193,1.193
LOC401103,0.127,-0.767,0.767
LOC401106,-0.079,-0.603,0.603
LOC401112,-0.283,-0.356,0.356
LOC401119,-0.998,0.093,0.998
LOC401121,1.426,1.421,1.426
LOC401124,0.872,-0.27,0.872
LOC401125,-0.707,-1.291,1.291
LOC401126,-0.467,-1.666,1.666
LOC401128,-1.347,-1.852,1.852
LOC401132,1.223,1.089,1.223
LOC401134,-0.832,-0.758,0.832
LOC401135,-0.288,-0.585,0.585
LOC401136,0.466,0.791,0.791
LOC401137,0.529,0.663,0.663
LOC401147,0.738,0.057,0.738
LOC401149,-0.818,-0.134,0.818
LOC401151,0.608,-0.376,0.608
LOC401154,0.42,0.058,0.42
LOC401155,0.083,0.016,0.083
LOC401160,-0.025,0,0.025
LOC401164,-1.044,-0.859,1.044
LOC401165,-0.338,0.756,0.756
LOC401169,-0.0705,1.2874999999999999,1.2874999999999999
LOC401171,-0.988,-2.296,2.296
LOC401175,0.736,0.465,0.736
LOC401176,-0.085,0,0.085
LOC401177,0.03,-1.491,1.491
LOC401180,-0.478,-1.761,1.761
LOC401182,-0.474,0.099,0.474
LOC401188,-0.127,-0.124,0.127
LOC401190,0.584,2.5965,2.5965
LOC401198,0.923,1.028,1.028
LOC401199,0.625,0.104,0.625
LOC401202,0.047,0.043,0.047
LOC401204,0.173,0.0635,0.173
LOC401206,-0.085,-0.399,0.399
LOC401207,0.042,0.834,0.834
LOC401210,0.279,-0.688,0.688
LOC401212,0.042,0.346,0.346
LOC401215,-1.579,-2.332,2.332
LOC401216,0.455,0.887,0.887
LOC401220,1.339,1.53,1.53
LOC401222,0.706,2.12,2.12
LOC401224,-0.047,0.014,0.047
LOC401225,0.593,-0.809,0.809
LOC401230,-1.217,-1.758,1.758
LOC401233,0.047,0.552,0.552
LOC401234,-1.017,-0.029,1.017
LOC401236,-0.542,0.121,0.542
LOC401237,-0.878,-1.911,1.911
LOC401239,-0.377,-0.828,0.828
LOC401242,-0.378,-0.052,0.378
LOC401250,-0.817,0.865,0.865
LOC401252,-0.991,1.572,1.572
LOC401254,-0.348,0.426,0.426
LOC401255,-1.222,-0.052,1.222
LOC401256,0.17,1.128,1.128
LOC401264,0.507,-0.7335,0.7335
LOC401268,0.548,-0.035,0.548
LOC401270,0.786,0.116,0.786
LOC401272,-0.322,-0.307,0.322
LOC401280,-0.26,0.325,0.325
LOC401282,0.726,1.18,1.18
LOC401284,-2.338,-3.264,3.264
LOC401285,-0.214,2.647,2.647
LOC401286,-0.475,-1.13,1.13
LOC401287,-1.339,-1.149,1.339
LOC401289,0.906,0.171,0.906
LOC401291,0.966,1.265,1.265
LOC401293,0.415,-0.859,0.859
LOC401295,1.955,1.397,1.955
LOC401296,0.258,0.153,0.258
LOC401303,0.567,-0.666,0.666
LOC401307,0,-0.307,0.307
LOC401308,-0.593,-1.732,1.732
LOC401310,-0.131,1.068,1.068
LOC401312,-1.547,-0.974,1.547
LOC401314,0,0.031,0.031
LOC401316,1.681,2.738,2.738
LOC401317,0.209,1.574,1.574
LOC401320,0.718,1.273,1.273
LOC401321,-0.194,0.928,0.928
LOC401322,-1.985,-4.203,4.203
LOC401324,-0.266,1.188,1.188
LOC401328,-0.308,-1.196,1.196
LOC401330,0.3,1.755,1.755
LOC401331,-1.424,-0.905,1.424
LOC401335,1.238,1.093,1.238
LOC401345,3.941,1.239,3.941
LOC401352,-0.766,-1.175,1.175
LOC401353,-0.42,-1.682,1.682
LOC401356,2.065,3.053,3.053
LOC401357,0.343,-0.65,0.65
LOC401358,-0.477,0.133,0.477
LOC401361,0.514,-1.872,1.872
LOC401363,0.105,-0.288,0.288
LOC401367,1.541,1.29,1.541
LOC401383,0.408,1.212,1.212
LOC401384,0,-0.239,0.239
LOC401385,-0.477,0.113,0.477
LOC401387,-0.182,-0.851,0.851
LOC401391,0.59,-1.377,1.377
LOC401393,1.241,0.705,1.241
LOC401394,1.386,-1.203,1.386
LOC401396,0.687,-2.99,2.99
LOC401398,-0.305,0,0.305
LOC401399,0.295,-1.239,1.239
LOC401400,0.648,0.127,0.648
LOC401407,0.691,-0.408,0.691
LOC401409,-1.485,-1.667,1.667
LOC401410,-1.285,-1.551,1.551
LOC401429,-1.1829999999999998,0.9339999999999999,1.1829999999999998
LOC401431,0.51,0.415,0.51
LOC401433,-1.609,-2.534,2.534
LOC401434,0.313,1.279,1.279
LOC401437,2.564,0.038,2.564
LOC401440,-0.429,0,0.429
LOC401441,1.649,0.7785,1.649
LOC401442,0.265,-0.242,0.265
LOC401445,-1.258,-0.26,1.258
LOC401449,0.714,0.236,0.714
LOC401454,3.732,2.767,3.732
LOC401456,1.873,-0.414,1.873
LOC401460,-0.466,-0.099,0.466
LOC401463,-0.668,-1.629,1.629
LOC401464,0.487,-0.099,0.487
LOC401466,0.272,-0.562,0.562
LOC401467,1.057,-0.286,1.057
LOC401471,0.9275,-0.2405,0.9275
LOC401476,-0.703,-0.543,0.703
LOC401477,0.736,0.561,0.736
LOC401478,1.707,1.232,1.707
LOC401480,0.2819999999999999,1.45,1.45
LOC401483,-0.963,-0.65,0.963
LOC401485,1.037,-0.863,1.037
LOC401487,2.054,1.777,2.054
LOC401490,-0.733,-1.719,1.719
LOC401491,-0.49,0.25,0.49
LOC401492,-0.632,-1.161,1.161
LOC401494,-0.632,-0.945,0.945
LOC401495,0.997,-1.088,1.088
LOC401497,2.036,1.332,2.036
LOC401498,0.054,0.256,0.256
LOC401499,-0.239,-0.541,0.541
LOC401500,-0.591,0.432,0.591
LOC401504,0.671,0.374,0.671
LOC401506,1.956,1.71,1.956
LOC401507,-0.026,-1.289,1.289
LOC401509,-0.657,-0.561,0.657
LOC401511,-1.298,-0.772,1.298
LOC401513,1.241,-0.466,1.241
LOC401516,-0.559,0.665,0.665
LOC401518,-0.668,0.118,0.668
LOC401520,-1.285,-0.742,1.285
LOC401522,-0.243,-0.432,0.432
LOC401524,-0.409,-0.056,0.409
LOC401525,-0.803,0.018,0.803
LOC401528,0.703,0.341,0.703
LOC401529,0,-0.255,0.255
LOC401530,-1.272,-1.348,1.348
LOC401531,-0.081,-0.692,0.692
LOC401537,1.014,1.304,1.304
LOC401539,0.839,2.462,2.462
LOC401543,-0.783,-0.318,0.783
LOC401544,1.466,0.644,1.466
LOC401545,-0.783,-0.351,0.783
LOC401546,-1.156,-0.864,1.156
LOC401548,1.108,0.859,1.108
LOC401549,-0.783,-0.341,0.783
LOC401550,-0.834,-1.253,1.253
LOC401551,-0.936,-1.77,1.77
LOC401552,-0.441,-0.408,0.441
LOC401553,-0.292,-0.466,0.466
LOC401565,1.596,1.986,1.986
LOC401570,-0.959,1.185,1.185
LOC401574,-0.641,1.014,1.014
LOC401577,-2.316,-1.11,2.316
LOC401579,2.4575,2.029,2.4575
LOC401581,1.173,-1.942,1.942
LOC401583,0.829,-1.551,1.551
LOC401584,-1.677,-1.076,1.677
LOC401585,0.129,0.562,0.562
LOC401588,-0.702,0.281,0.702
LOC401589,2.9205,0.0795,2.9205
LOC401590,2.1855,0.33599999999999997,2.1855
LOC401599,1.3679999999999999,0.32900000000000007,1.3679999999999999
LOC401605,2.584,1.17,2.584
LOC401606,2.136,-0.094,2.136
LOC401607,1.7,0.009,1.7
LOC401610,0.642,0.676,0.676
LOC401611,2.634,0.505,2.634
LOC401612,0.611,1.299,1.299
LOC401613,-0.484,-0.169,0.484
LOC401616,-1.321,-0.122,1.321
LOC401618,1.431,-0.461,1.431
LOC401620,0.543,-0.469,0.543
LOC401621,-0.746,0.346,0.746
LOC401622,-1.432,0.077,1.432
LOC401623,0.397,0.262,0.397
LOC401624,-1.158,1.1019999999999999,1.158
LOC401625,-0.693,1.319,1.319
LOC401628,-2.768,-0.198,2.768
LOC401638,1.9769999999999999,1.8599999999999999,1.9769999999999999
LOC401646,1.513,0.814,1.513
LOC401647,0,0.593,0.593
LOC401679,0.368,0.21,0.368
LOC401701,0.17900000000000005,-0.293,0.293
LOC401703,-0.22,-0.921,0.921
LOC401704,2.029,1.549,2.029
LOC401713,-0.693,-1.733,1.733
LOC401720,-0.768,0.398,0.768
LOC401725,-0.572,-1.069,1.069
LOC401732,-0.091,0.329,0.329
LOC401740,-1.28,-0.338,1.28
LOC401778,-0.477,-1.305,1.305
LOC401819,-0.318,0.328,0.328
LOC401827,0,0.336,0.336
LOC401845,1.746,0.773,1.746
LOC401859,-0.153,0.402,0.402
LOC401860,0.724,0.661,0.724
LOC401861,-0.729,-1.628,1.628
LOC401883,-0.169,-1.15,1.15
LOC401884,1.286,0.191,1.286
LOC401891,-0.261,-0.359,0.359
LOC401895,-0.4445,-1.6589999999999998,1.6589999999999998
LOC401898,-2.2775,-1.6565,2.2775
LOC401911,0.412,0.986,0.986
LOC401915,-0.153,-0.338,0.338
LOC401922,-0.215,0.046,0.215
LOC401923,-0.852,-0.731,0.852
LOC401934,0.534,-1.675,1.675
LOC401937,0.186,-1.335,1.335
LOC401940,-0.907,0.009,0.907
LOC401944,0.792,0.974,0.974
LOC401945,-1.075,0.11,1.075
LOC401954,-0.298,-0.06,0.298
LOC401983,-0.841,-1.819,1.819
LOC401993,1.685,0.57,1.685
LOC402016,1.748,1.185,1.748
LOC402036,0.613,0.323,0.613
LOC402055,-0.196,-0.879,0.879
LOC402066,2.262,0.857,2.262
LOC402072,-0.191,-1.17,1.17
LOC402094,-0.673,0.175,0.673
LOC402095,-1.921,-1.981,1.981
LOC402098,0.353,-0.089,0.353
LOC402103,-1.152,-0.018,1.152
LOC402110,-0.28900000000000003,-0.40249999999999997,0.40249999999999997
LOC402117,0.95,-0.525,0.95
LOC402120,0.67,-0.197,0.67
LOC402123,-1.035,-0.098,1.035
LOC402148,0.374,0.27,0.374
LOC402152,-0.441,-0.787,0.787
LOC402157,0.274,-0.197,0.274
LOC402160,-0.467,0.019,0.467
LOC402165,1.465,2.219,2.219
LOC402166,1.605,2.534,2.534
LOC402167,1.782,2.344,2.344
LOC402168,0.874,2.904,2.904
LOC402169,0.444,2.389,2.389
LOC402170,1.335,2.818,2.818
LOC402188,-1.1219999999999999,-0.13299999999999998,1.1219999999999999
LOC402199,-0.988,1.144,1.144
LOC402200,-0.386,0.261,0.386
LOC402201,-0.127,0.24,0.24
LOC402202,0.209,0.018,0.209
LOC402203,0.346,0.636,0.636
LOC402204,-0.576,0.369,0.576
LOC402205,-0.459,-0.019,0.459
LOC402206,-0.563,-0.075,0.563
LOC402207,0.458,-0.537,0.537
LOC402208,0.814,0.043,0.814
LOC402209,0.746,0.801,0.801
LOC402210,0.8875,0.4455,0.8875
LOC402211,0.945,0,0.945
LOC402214,0.536,1.026,1.026
LOC402237,-0.189,-0.648,0.648
LOC402244,1.035,0.998,1.035
LOC402245,1.776,1.3119999999999998,1.776
LOC402247,0.415,2.046,2.046
LOC402251,-1.213,-1.71,1.71
LOC402252,0.192,-0.03,0.192
LOC402253,0.215,-1.472,1.472
LOC402269,-0.579,1.102,1.102
LOC402273,-1.002,-1.085,1.085
LOC402275,-0.871,-1.091,1.091
LOC402279,-0.159,0.194,0.194
LOC402280,-0.825,-0.429,0.825
LOC402281,1.6305,1.5145,1.6305
LOC402282,-0.209,-0.226,0.226
LOC402286,-0.023,0.24,0.24
LOC402287,0,1.046,1.046
LOC402289,-0.069,0.299,0.299
LOC402295,0.299,-0.048,0.299
LOC402300,-0.397,-0.867,0.867
LOC402301,-1.302,0.132,1.302
LOC402318,-1.092,-0.682,1.092
LOC402322,1.658,1.016,1.658
LOC402326,0.34,0.415,0.415
LOC402336,0.406,0.313,0.406
LOC402340,-0.2525,0.346,0.346
LOC402353,1.0839999999999999,1.41,1.41
LOC402354,0.19,0.699,0.699
LOC402357,0.574,2.464,2.464
LOC402360,-1.0995,-0.406,1.0995
LOC402367,-1.459,-0.608,1.459
LOC402377,1.064,0.787,1.064
LOC402382,-0.078,-1.269,1.269
LOC402388,-0.746,-1.424,1.424
LOC402414,0.125,1.432,1.432
LOC402434,-1.508,-0.352,1.508
LOC402436,-1.452,0.958,1.452
LOC402455,0.829,-0.763,0.829
LOC402461,-0.255,-0.694,0.694
LOC402463,-0.115,1.136,1.136
LOC402466,-2.18,-1.796,2.18
LOC402469,-1.488,-2.283,2.283
LOC402472,0.99,1.302,1.302
LOC402475,0.906,0.93,0.93
LOC402476,0.295,0.93,0.93
LOC402477,-1.235,-3.619,3.619
LOC402480,-0.513,0.842,0.842
LOC402481,-0.744,-0.638,0.744
LOC402485,-0.83,-0.951,0.951
LOC402487,1.064,2.202,2.202
LOC402488,0.384,1.634,1.634
LOC402489,0.604,1.769,1.769
LOC402490,-0.302,-0.056,0.302
LOC402494,1.2705,1.1765,1.2705
LOC402505,-2.227,-0.47,2.227
LOC402506,1.765,1.794,1.794
LOC402508,1.375,3.122,3.122
LOC402509,1.782,2.1145,2.1145
LOC402515,-1.067,-0.302,1.067
LOC402516,-1.21,-0.849,1.21
LOC402520,1.429,3.885,3.885
LOC402521,0.906,0.24,0.906
LOC402522,0.561,0.111,0.561
LOC402523,-0.023,0.688,0.688
LOC402524,-0.302,0.546,0.546
LOC402525,0.25,1.62,1.62
LOC402527,-0.513,-0.037,0.513
LOC402530,-1.032,-1.724,1.724
LOC402532,-0.618,-0.129,0.618
LOC402537,1.4885,3.319,3.319
LOC402538,0.445,-0.387,0.445
LOC402539,1.11,-0.094,1.11
LOC402556,-0.329,3.814,3.814
LOC402558,-0.409,0.043,0.409
LOC402559,-0.442,0.4495,0.4495
LOC402560,0.365,-0.557,0.557
LOC402562,-4.199999999999999,-1.6415,4.199999999999999
LOC402563,0.19800000000000004,-0.8155,0.8155
LOC402565,0.707,0.29,0.707
LOC402567,0.15299999999999991,-1.715,1.715
LOC402569,0.687,-0.848,0.848
LOC402571,1.11,1.254,1.254
LOC402572,0.494,-0.711,0.711
LOC402574,-0.157,-1.969,1.969
LOC402575,-0.944,-0.3,0.944
LOC402576,1.4805,0.8965,1.4805
LOC402578,1.453,-0.278,1.453
LOC402579,1.453,0.274,1.453
LOC402580,1.3505,0.792,1.3505
LOC402582,1.323,-1.47,1.47
LOC402586,2.124,1.595,2.124
LOC402587,0.040999999999999925,0.35550000000000004,0.35550000000000004
LOC402589,0.561,0.967,0.967
LOC402590,0.882,0.58,0.882
LOC402591,0.778,-1.116,1.116
LOC402592,0.451,0.792,0.792
LOC402596,-0.589,-0.422,0.589
LOC402598,0,-0.492,0.492
LOC402600,-2.185,-1.395,2.185
LOC402601,-0.115,-0.31,0.31
LOC402603,-0.509,-0.673,0.673
LOC402604,-0.115,0.008,0.115
LOC402617,-0.509,-0.655,0.655
LOC402619,0.228,1.642,1.642
LOC402620,-0.077,1.007,1.007
LOC402625,0.114,-1.783,1.783
LOC402626,1.801,0.351,1.801
LOC402629,-0.271,-0.447,0.447
LOC402632,0.971,-0.04,0.971
LOC402633,0.829,0.645,0.829
LOC402634,2.05,1.403,2.05
LOC402637,0.906,2.432,2.432
LOC402641,-0.182,-0.763,0.763
LOC402643,-0.397,0.67,0.67
LOC402644,-0.06,0.33,0.33
LOC402663,-0.203,-0.558,0.558
LOC402665,-0.554,-1.495,1.495
LOC402669,-0.409,1.102,1.102
LOC402670,2.4160000000000004,2.419,2.419
LOC402671,0.103,-0.276,0.276
LOC402675,0.179,-0.1495,0.179
